StopID;DIVA;StopText;Municipality;MunicipalityID;Longitude;Latitude
1098;60201213;Hertha-Kräftner-Gasse;Wien;49000001;16.4314801;48.2695196
1099;;Richard-Neutra-Gasse;;;;
1100;60201859;Großfeldsiedlung U;Wien;49000001;16.4481618;48.2699741
1101;60200239;Dopschstraße;Wien;49000001;16.4391427;48.2692386
1102;60200006;Adolf-Loos-Gasse;Wien;49000001;16.4543153;48.2774358
1103;60200769;Leopoldau S U;Wien;49000001;16.4506322;48.2769754
1104;60200180;Bubergasse;Wien;49000001;16.4518719;48.2703747
1105;60200980;Oswald-Redlich-Straße;Wien;49000001;16.4538841;48.2748112
1106;60201861;Kürschnergasse;Wien;49000001;16.4460867;48.2762102
1107;60200893;Moritz-Dreger-Gasse;Wien;49000001;16.442188;48.273155
1108;60200748;Langfeldgasse;Wien;49000001;16.4429247;48.2698306
1109;60200239;Dopschstraße;Wien;49000001;16.4397806;48.2694419
1110;60201151;Sankt-Michael-Gasse;Wien;49000001;16.4393404;48.2668288
1111;60200771;Leopoldauer Platz;Wien;49000001;16.4405082;48.263504
1112;60200271;Eipeldauer Straße;Wien;49000001;16.4367442;48.2631571
1113;60201516;Serpentingasse;Wien;49000001;16.4285157;48.262577
1114;60200258;Edelsteingasse;Wien;49000001;16.4253895;48.2623737
1115;60201398;Töllergasse;Wien;49000001;16.4216256;48.2617458
1116;60200489;Hawlicekgasse;Wien;49000001;16.4159572;48.2604181
1117;60201217;Sebastian-Kohl-Gasse;Wien;49000001;16.4098667;48.258911
1118;60200995;Patrizigasse;Wien;49000001;16.4040096;48.2572603
1119;60201690;Kefedergrundgasse;Wien;49000001;16.4321089;48.2628342
1120;60200334;Floridsdorf S U;Wien;49000001;16.4004613;48.2560641
1121;;Pulkaugasse;;;;
1122;60201660;Mitterhofergasse;Wien;49000001;16.4021591;48.2779679
1123;60200773;Leopoldauer Straße;Wien;49000001;16.4365017;48.2621823
1124;60200180;Bubergasse;Wien;49000001;16.4513419;48.2698724
1125;60200334;Floridsdorf S U;Wien;49000001;16.3991587;48.2570271
1126;60201690;Kefedergrundgasse;Wien;49000001;16.4326749;48.2627505
1127;60200995;Patrizigasse;Wien;49000001;16.4042971;48.2572065
1128;60201217;Sebastian-Kohl-Gasse;Wien;49000001;16.4099026;48.2588393
1129;60200489;Hawlicekgasse;Wien;49000001;16.4154542;48.2601669
1130;60201398;Töllergasse;Wien;49000001;16.4211315;48.2615185
1131;60200258;Edelsteingasse;Wien;49000001;16.4258657;48.2622481
1132;60201516;Serpentingasse;Wien;49000001;16.4279767;48.2624574
1133;60200271;Eipeldauer Straße;Wien;49000001;16.4364478;48.2630196
1134;60200771;Leopoldauer Platz;Wien;49000001;16.4405351;48.2631452
1135;60201151;Sankt-Michael-Gasse;Wien;49000001;16.4396278;48.2664222
1136;60200239;Dopschstraße;Wien;49000001;16.4389631;48.2690532
1137;60200893;Moritz-Dreger-Gasse;Wien;49000001;16.4423857;48.2731729
1138;60201861;Kürschnergasse;Wien;49000001;16.4461316;48.2761205
1139;60200980;Oswald-Redlich-Straße;Wien;49000001;16.4537044;48.2747813
1140;60200454;Haberditzlgasse;Wien;49000001;16.4532822;48.2718635
1141;60201451;Wassermanngasse;Wien;49000001;16.4487008;48.2684493
1142;60200769;Leopoldau S U;Wien;49000001;16.4506502;48.2768499
1143;60200006;Adolf-Loos-Gasse;Wien;49000001;16.4541266;48.2773461
1144;60200748;Langfeldgasse;Wien;49000001;16.4434726;48.2697648
1145;60201133;Ruthnergasse;Wien;49000001;16.4179964;48.2722701
1146;60201215;Scottgasse;Wien;49000001;16.4206824;48.2745959
1147;60200622;Justgasse;Wien;49000001;16.4214909;48.2760248
1148;60201772;Skraupstraße;Wien;49000001;16.4156877;48.2766466
1149;60200130;Berzeliusgasse;Wien;49000001;16.4102619;48.2758814
1150;60200431;Großjedlersdorf;Wien;49000001;16.408079;48.2767782
1152;60201103;Schippergasse;Wien;49000001;16.4176191;48.2835395
1153;60200546;Kollarzgasse;Wien;49000001;16.425686;48.2854105
1154;60200024;Allissen;Wien;49000001;16.431004;48.2862772
1155;60201540;Grellgasse;Wien;49000001;16.4349836;48.2858409
1156;60200249;Draugasse;Wien;49000001;16.4383343;48.2854643
1157;60200218;Dahliengasse;Wien;49000001;16.4446764;48.2867853
1158;60200574;Illgasse;Wien;49000001;16.4478025;48.2878074
1159;60200002;Achengasse;Wien;49000001;16.4509825;48.2844541
1160;60200758;Lavantgasse, Schule;Wien;49000001;16.4503178;48.282308
1161;;Lavantgasse;;;;
1162;;Iselgasse;;;;
1163;;Pulkaugasse;;;;
1164;60200769;Leopoldau S U;Wien;49000001;16.4488985;48.2775912
1165;60200587;Lafnitzgasse;Wien;49000001;16.4564353;48.2815309
1166;60200757;Pulkaugasse;Wien;49000001;16.4532553;48.2829656
1167;60201873;Kainachgasse;Wien;49000001;16.448611;48.2819374
1168;60200002;Achengasse;Wien;49000001;16.4489524;48.284466
1169;60200574;Illgasse;Wien;49000001;16.4476947;48.2879569
1170;60200218;Dahliengasse;Wien;49000001;16.4451794;48.2870902
1171;60200249;Draugasse;Wien;49000001;16.4393044;48.2855838
1172;60201540;Grellgasse;Wien;49000001;16.4350195;48.2860202
1173;60200024;Allissen;Wien;49000001;16.4303303;48.2864327
1174;60200546;Kollarzgasse;Wien;49000001;16.4256321;48.2855061
1175;60201103;Schippergasse;Wien;49000001;16.4179605;48.2837427
1177;60200431;Großjedlersdorf;Wien;49000001;16.4079892;48.2766227
1178;60201268;Skraupstraße;Wien;49000001;16.4141157;48.274004
1179;60200130;Berzeliusgasse;Wien;49000001;16.410729;48.2755107
1180;60200128;Bernreiterplatz;Wien;49000001;16.4061117;48.2815727
1181;60201076;Ratzenhofergasse;Wien;49000001;16.4192361;48.2839938
1182;60201076;Ratzenhofergasse;Wien;49000001;16.4196313;48.284203
1183;60201335;Strebersdorfer Platz;Wien;49000001;16.3886574;48.2953622
1184;60200263;Egon-Friedell-Gasse;Wien;49000001;16.4360346;48.2738725
1185;60200362;Obkirchergasse;Wien;49000001;16.3421427;48.2457937
1186;60201153;Sauerburggasse;Wien;49000001;16.3391692;48.2462244
1187;60200224;Daringergasse;Wien;49000001;16.3349921;48.2466731
1188;60200118;Bellevuestraße;Wien;49000001;16.3284883;48.2490838
1189;60200660;Karthäuserstraße;Wien;49000001;16.3240147;48.2505613
1190;60201470;Wexstraße;Wien;49000001;16.365957;48.2359161
1191;60201250;Sievering;Wien;49000001;16.316927;48.2543296
1192;60201250;Sievering;Wien;49000001;16.316891;48.2542459
1193;60200362;Obkirchergasse;Wien;49000001;16.3418911;48.245704
1194;60200660;Karthäuserstraße;Wien;49000001;16.3237542;48.2505553
1195;60200118;Bellevuestraße;Wien;49000001;16.3283895;48.2482882
1196;60200224;Daringergasse;Wien;49000001;16.334498;48.2465774
1197;60201153;Sauerburggasse;Wien;49000001;16.3391423;48.2461467
1198;60200692;Gürtelbrücke;Wien;49000001;16.3651755;48.2375855
1199;60201667;Jägerstraße U;Wien;49000001;16.370233;48.2358683
1201;60200692;Gürtelbrücke;Wien;49000001;16.3652114;48.2364786
1202;60200254;Döblinger Steg;Wien;49000001;16.3656606;48.2409658
1203;60200493;Heiligenstädter Brücke;Wien;49000001;16.3678974;48.2437119
1204;60200897;Muthgasse;Wien;49000001;16.3669182;48.2449682
1205;60200383;Geistingergasse;Wien;49000001;16.3628488;48.2455305
1206;60200491;Bahnhof Heiligenstadt S U;Wien;49000001;16.3645556;48.2489283
1207;60200491;Bahnhof Heiligenstadt S U;Wien;49000001;16.3646634;48.2491736
1208;60200891;Mooslackengasse;Wien;49000001;16.3682208;48.2487668
1209;;;;;;
1210;60200493;Heiligenstädter Brücke;Wien;49000001;16.3678794;48.2439811
1211;60200254;Döblinger Steg;Wien;49000001;16.3653192;48.2407445
1212;60201184;Schottentor U;Wien;49000001;16.3619236;48.2140183
1213;60201197;Schwarzspanierstraße;Wien;49000001;16.3594532;48.217095
1214;60200474;Hardtgasse;Wien;49000001;16.3491136;48.2367418
1215;60200959;Oberdöbling S;Wien;49000001;16.3445412;48.2446332
1216;60201253;Silbergasse;Wien;49000001;16.3483141;48.242976
1217;60201252;Sieveringer Straße;Wien;49000001;16.3426367;48.24638
1218;60200992;Paradisgasse;Wien;49000001;16.3418911;48.2489163
1219;60200061;An den langen Lüssen;Wien;49000001;16.3418642;48.2524634
1220;60200426;Grinzing;Wien;49000001;16.3424211;48.2557471
1221;60200426;Grinzing;Wien;49000001;16.3418552;48.2551072
1222;60200061;An den langen Lüssen;Wien;49000001;16.341972;48.2529778
1223;60200992;Paradisgasse;Wien;49000001;16.3417384;48.2490539
1224;60201252;Sieveringer Straße;Wien;49000001;16.3424571;48.246362
1225;60201253;Silbergasse;Wien;49000001;16.3482871;48.2429042
1226;60200959;Oberdöbling S;Wien;49000001;16.3442986;48.2447109
1227;60200474;Hardtgasse;Wien;49000001;16.3491585;48.2372743
1228;60200405;Glatzgasse;Wien;49000001;16.3527248;48.2335646
1229;60200194;Börnergasse;Wien;49000001;16.3313449;48.2477858
1230;60200950;Nußdorfer Straße U;Wien;49000001;16.3521229;48.2314823
1231;60201509;Währinger Park;Wien;49000001;16.3468948;48.2323559
1232;60200474;Hardtgasse;Wien;49000001;16.3490777;48.2369333
1233;60200723;Krottenbachstraße S;Wien;49000001;16.3415588;48.2405351
1234;60200336;Flotowgasse;Wien;49000001;16.3390614;48.2405949
1235;60201108;Rodlergasse;Wien;49000001;16.3339231;48.2408043
1236;60200714;Kratzlgasse;Wien;49000001;16.3298268;48.2414863
1237;60200443;Gustav-Pick-Gasse;Wien;49000001;16.3263323;48.2420487
1238;60200404;Glanzing;Wien;49000001;16.321724;48.2430777
1239;60201336;Strehlgasse;Wien;49000001;16.3146452;48.2465116
1240;60200687;Kleingartenverein Hackenberg;Wien;49000001;16.3119144;48.2478815
1241;60200010;Neustift, Agnesgasse;Wien;49000001;16.3081055;48.2501905
1242;60200931;Neustift am Walde;Wien;49000001;16.3015747;48.2510518
1243;60200206;Celtesgasse;Wien;49000001;16.2969844;48.2518294
1244;;Salmansdorf;;;;
1245;60200648;Kammerergasse;Wien;49000001;16.3188763;48.2446092
1246;60200491;Bahnhof Heiligenstadt S U;Wien;49000001;16.3645017;48.2487668
1247;60201462;Weitlofgasse;Wien;49000001;16.3481254;48.2302376
1248;60200367;Fröschelgasse;Wien;49000001;16.3209873;48.2520388
1249;60200367;Fröschelgasse;Wien;49000001;16.3209334;48.2519072
1250;60201142;Salmannsdorf;Wien;49000001;16.2933731;48.2522601
1251;60200206;Celtesgasse;Wien;49000001;16.2972628;48.2516978
1252;60200931;Neustift am Walde;Wien;49000001;16.3015478;48.2509382
1253;60200010;Neustift, Agnesgasse;Wien;49000001;16.3075036;48.2508903
1254;60200687;Kleingartenverein Hackenberg;Wien;49000001;16.3116538;48.2478755
1255;60201336;Strehlgasse;Wien;49000001;16.3146722;48.2465475
1256;60200648;Kammerergasse;Wien;49000001;16.3182115;48.2447947
1257;60200404;Glanzing;Wien;49000001;16.3217329;48.2432572
1258;60200443;Gustav-Pick-Gasse;Wien;49000001;16.3262066;48.2419051
1259;60200714;Kratzlgasse;Wien;49000001;16.3297998;48.2414325
1260;60201108;Rodlergasse;Wien;49000001;16.3343633;48.2407325
1261;60200723;Krottenbachstraße S;Wien;49000001;16.3408132;48.2403975
1262;60200972;Obersteinergasse;Wien;49000001;16.3449724;48.2405171
1263;60200336;Flotowgasse;Wien;49000001;16.3373457;48.2406069
1264;60200405;Glatzgasse;Wien;49000001;16.3533447;48.2327628
1265;60200128;Bernreiterplatz;Wien;49000001;16.4060668;48.281238
1266;60200194;Börnergasse;Wien;49000001;16.3313629;48.2476242
1267;;Stadlau, Sozialmedizinisches Zentrum Ost;;;;
1268;60200251;Dänenstraße;Wien;49000001;16.3344621;48.2373342
1269;60200950;Nußdorfer Straße U;Wien;49000001;16.3524553;48.2311532
1270;60200195;Börse;Wien;49000001;16.3649689;48.2156465
1271;60200122;Berggasse;Wien;49000001;16.3619685;48.2178791
1272;60200112;Bauernfeldplatz;Wien;49000001;16.3602886;48.2206802
1273;60200029;Nußdorfer Straße / Alserbachstraße;Wien;49000001;16.3556982;48.2250312
1274;60201510;Währinger Straße, Volksoper U;Wien;49000001;16.3494909;48.2263538
1275;60201323;Sternwartestraße;Wien;49000001;16.3500478;48.228969
1276;60200448;Gymnasiumstraße;Wien;49000001;16.3451071;48.2302436
1278;60201752;Breitenlee, Schule;Wien;49000001;16.5016026;48.252595
1279;60200215;Cottagegasse;Wien;49000001;16.3417744;48.233804
1280;60200420;Gregor-Mendel-Straße;Wien;49000001;16.3377319;48.234139
1281;60200803;Linneplatz;Wien;49000001;16.3378667;48.2367119
1282;60200251;Dänenstraße;Wien;49000001;16.335028;48.2370171
1283;60200557;Hugo-Wolf-Park;Wien;49000001;16.3329439;48.238806
1284;60200253;Döblinger Friedhof;Wien;49000001;16.3285332;48.2392727
1285;60200304;Felix-Dahn-Straße;Wien;49000001;16.3260718;48.2399847
1286;60200959;Oberdöbling S;Wien;49000001;16.3445052;48.2445733
1287;60201752;Breitenlee, Schule;Wien;49000001;16.5012253;48.2511834
1288;60200959;Oberdöbling S;Wien;49000001;16.3445412;48.2446332
1289;60201253;Silbergasse;Wien;49000001;16.3484219;48.2428863
1290;60201010;Peter-Jordan-Straße;Wien;49000001;16.3260538;48.2387342
1291;60200153;Borkowskigasse;Wien;49000001;16.3306263;48.2371307
1292;60200251;Dänenstraße;Wien;49000001;16.3341387;48.2371547
1293;60200803;Linneplatz;Wien;49000001;16.337723;48.2368436
1294;60200420;Gregor-Mendel-Straße;Wien;49000001;16.3378577;48.234139
1295;60200215;Cottagegasse;Wien;49000001;16.3418642;48.2339057
1296;60201509;Währinger Park;Wien;49000001;16.3469487;48.2331398
1297;60200448;Gymnasiumstraße;Wien;49000001;16.3454215;48.2298187
1298;60201323;Sternwartestraße;Wien;49000001;16.3496256;48.2291964
1299;60201510;Währinger Straße, Volksoper U;Wien;49000001;16.3491855;48.2254861
1301;60200112;Bauernfeldplatz;Wien;49000001;16.3602078;48.2206623
1302;60200122;Berggasse;Wien;49000001;16.3615014;48.2182562
1303;60201184;Schottentor U;Wien;49000001;16.3643041;48.2154669
1304;60200263;Egon-Friedell-Gasse;Wien;49000001;16.4363849;48.2735078
1305;60200305;Felmayergasse;Wien;49000001;16.4319472;48.2719951
1306;60200495;Siemensstraße, Heinrich-von-Buol-Gasse;Wien;49000001;16.4278869;48.2669006
1307;;Afritschgasse;;;;
1308;60200491;Bhf. Heiligenstadt S U;Wien;49000001;16.3651845;48.2499213
1309;60201703;Amtshaus Muthgasse;Wien;49000001;16.3696491;48.2517816
1310;60201397;Türkenschanzplatz;Wien;49000001;16.3270689;48.2352101
1311;60200287;Erndtgasse;Wien;49000001;16.3224336;48.2374778
1312;60201202;Scheibenbergstraße;Wien;49000001;16.3185709;48.2387522
1313;60201056;Pötzleinsdorf;Wien;49000001;16.311052;48.2410496
1314;60200250;Dunantgasse;Wien;49000001;16.3892234;48.2602028
1315;60201056;Pötzleinsdorf;Wien;49000001;16.3109801;48.2407624
1316;60201202;Scheibenbergstraße;Wien;49000001;16.3176905;48.2389376
1317;60200287;Erndtgasse;Wien;49000001;16.323314;48.2371367
1318;60201397;Türkenschanzplatz;Wien;49000001;16.3269881;48.2351802
1319;60201697;Carabelligasse, Ruthnergasse;Wien;49000001;16.4245541;48.2796478
1320;60201056;Pötzleinsdorf;Wien;49000001;16.3107286;48.2413607
1321;60200673;Khevenhüllerstraße;Wien;49000001;16.3073509;48.2434127
1322;60201057;Pötzleinsdorfer Friedhof;Wien;49000001;16.3074497;48.245351
1323;60200932;Neustifter Friedhof 1. Tor;Wien;49000001;16.3047009;48.2472354
1324;60200933;Neustifter Friedhof 2. Tor;Wien;49000001;16.3012424;48.247367
1325;60201654;Liechtensteinstraße - Schottentor U;Wien;49000001;16.3638999;48.2157363
1326;60200934;Neustifter Friedhof 3.Tor;Wien;49000001;16.2984845;48.2466731
1327;60200933;Neustifter Friedhof 2.Tor;Wien;49000001;16.3016915;48.2472414
1328;60200932;Neustifter Friedhof 1.Tor;Wien;49000001;16.3046021;48.2471277
1329;60201057;Pötzleinsdorfer Friedhof;Wien;49000001;16.3074138;48.2456801
1330;60200673;Khevenhüllerstraße;Wien;49000001;16.3069377;48.2437298
1331;60201056;Pötzleinsdorf;Wien;49000001;16.3107286;48.2413607
1334;60201751;Marietta-Blau-Gasse;Wien;49000001;16.459274;48.2410855
1335;60201751;Marietta-Blau-Gasse;Wien;49000001;16.4584116;48.2420009
1336;60201510;Währinger Straße, Volksoper U;Wien;49000001;16.3492753;48.2246542
1337;;Hildebrandgasse;;;;
1338;60201426;Vinzenzgasse;Wien;49000001;16.3347585;48.2248876
1339;60200073;Antonigasse;Wien;49000001;16.3299525;48.2258451
1340;60201272;Sommarugagasse;Wien;49000001;16.3315246;48.2259768
1341;;Hildebrandgasse;;;;
1342;60200874;Michelbeuern U AKH;Wien;49000001;16.3431667;48.2220269
1343;60200404;Glanzing;Wien;49000001;16.321724;48.2430777
1344;60200428;Grinzinger Straße;Wien;49000001;16.3649329;48.2547124
1345;60201184;Schottentor U;Wien;49000001;16.3620134;48.2139884
1346;60200742;Landesgerichtsstraße;Wien;49000001;16.3568571;48.2145511
1347;60202912;Zimmermannplatz;Wien;49000001;16.3428703;48.2165024
1348;60200505;Hernals S;Wien;49000001;16.3150046;48.2236308
1349;60200450;Dornbach;Wien;49000001;16.3082762;48.2261982
1350;60200241;Dornbacher Straße;Wien;49000001;16.3023383;48.2281073
1351;60200525;Himmelmutterweg;Wien;49000001;16.2963286;48.2306086
1352;60200935;Neuwaldegg (End-Hst.);Wien;49000001;16.2915855;48.2332954
1353;60200935;Neuwaldegg (Anfang-Hst.);Wien;49000001;16.2913699;48.2336604
1354;60200525;Himmelmutterweg;Wien;49000001;16.2957806;48.2306625
1355;60200241;Dornbacher Straße;Wien;49000001;16.3017454;48.2283586
1356;60200450;Dornbach;Wien;49000001;16.3082223;48.2261444
1357;60200505;Hernals S;Wien;49000001;16.3150046;48.2236308
1358;60201815;Ährengrubenweg;Wien;49000001;16.3122827;48.2536178
1359;60200010;Neustift, Agnesgasse;Wien;49000001;16.3075036;48.2508903
1360;60200507;Hernalser Gürtel;Wien;49000001;16.3416486;48.2152335
1361;60200124;Yppengasse;Wien;49000001;16.3361329;48.2148204
1362;60200861;Mayssengasse;Wien;49000001;16.3258921;48.2160056
1363;60201490;Wilhelminenstraße;Wien;49000001;16.3199543;48.216251
1364;60201136;Römergasse;Wien;49000001;16.3139715;48.2169154
1365;60201121;Sandleitengasse;Wien;49000001;16.3080067;48.2178312
1366;60201136;Römergasse;Wien;49000001;16.3132439;48.2168795
1367;60201490;Wilhelminenstraße;Wien;49000001;16.319029;48.2161792
1368;60200861;Mayssengasse;Wien;49000001;16.3249309;48.2159877
1369;60200450;Dornbach;Wien;49000001;16.3077192;48.2263658
1370;60200977;Frauengasse;Wien;49000001;16.3287668;48.2136891
1371;60200507;Hernalser Gürtel;Wien;49000001;16.3401574;48.2151018
1372;60200178;Brünnlbadgasse;Wien;49000001;16.3453856;48.2152933
1373;60200124;Yppengasse;Wien;49000001;16.3351897;48.2146289
1374;60201815;Ährengrubenweg;Wien;49000001;16.3115371;48.2535341
1375;60200246;Ring, Volkstheater U;Wien;49000001;16.3596508;48.2067569
1376;60200777;Auerspergstraße;Wien;49000001;16.3560486;48.2069964
1377;60201340;Strozzigasse;Wien;49000001;16.3496795;48.2064216
1378;60201181;Schottenfeldgasse;Wien;49000001;16.3437417;48.2075471
1379;60201372;Thaliastraße U;Wien;49000001;16.3383518;48.2086307
1380;60200172;Brunnengasse;Wien;49000001;16.3357556;48.2090378
1381;60200783;Thaliastraße, Haberlgasse;Wien;49000001;16.3303478;48.2098639
1382;60201374;Feßtgasse;Wien;49000001;16.3258921;48.2105464
1383;60201190;Schuhmeierplatz;Wien;49000001;16.3199543;48.2114862
1384;60200981;Ottakring S U;Wien;49000001;16.3117437;48.2127313
1385;60200840;Maroltingergasse;Wien;49000001;16.3071174;48.2134497
1386;60200597;Joachimsthalerplatz;Wien;49000001;16.3044494;48.208942
1387;60200981;Ottakring S U;Wien;49000001;16.3117077;48.2125877
1388;60201190;Schuhmeierplatz;Wien;49000001;16.3183553;48.2116059
1389;60201374;Feßtgasse;Wien;49000001;16.3244728;48.2106422
1390;60200783;Thaliastraße, Haberlgasse;Wien;49000001;16.32971;48.2098759
1391;60200172;Brunnengasse;Wien;49000001;16.3350819;48.2090558
1392;60201372;Thaliastraße U;Wien;49000001;16.3386662;48.208511
1393;60201181;Schottenfeldgasse;Wien;49000001;16.3431039;48.2076369
1394;60201340;Strozzigasse;Wien;49000001;16.3490148;48.2064635
1395;60200777;Auerspergstraße;Wien;49000001;16.3552311;48.2067629
1396;60201714;Holbeingasse;Wien;49000001;16.3619056;48.1705001
1397;60201715;Starhemberg-Kaserne;Wien;49000001;16.3571176;48.1711112
1398;60201715;Starhemberg-Kaserne;Wien;49000001;16.3569469;48.1705481
1399;60201714;Holbeingasse;Wien;49000001;16.3613936;48.1705121
1400;60200246;Ring, Volkstheater >;Wien;49000001;16.3596508;48.2067569
1401;60201430;Volkstheater U;Wien;49000001;16.3570367;48.2055835
1402;60200664;Kellermanngasse;Wien;49000001;16.3518355;48.205344
1403;60200921;Neubaugasse / Neustiftgasse;Wien;49000001;16.3487812;48.2054937
1404;60201532;Zieglergasse / Neustiftgasse;Wien;49000001;16.3453227;48.2057451
1405;60200645;Kaiserstraße / Neustiftgasse;Wien;49000001;16.3393938;48.2061043
1406;60200705;Thaliastraße >, Koppstraße;Wien;49000001;16.3369324;48.206254
1407;60200680;Kirchstetterngasse;Wien;49000001;16.331839;48.2069425
1408;60200704;Panikengasse;Wien;49000001;16.324904;48.2080081
1409;60201037;Possingergasse;Wien;49000001;16.3184541;48.2090019
1410;60201013;Pfenninggeldgasse;Wien;49000001;16.3134235;48.2076729
1411;60200445;Gutraterplatz;Wien;49000001;16.3095338;48.2079662
1413;60201489;Rankgasse;Wien;49000001;16.3061023;48.2108816
1414;60200597;Joachimsthalerplatz;Wien;49000001;16.3049794;48.2091994
1415;60201439;Waidäckergasse;Wien;49000001;16.293993;48.2074035
1416;60201188;Schrekergasse;Wien;49000001;16.2885312;48.2064755
1417;60201082;Reichmanngasse;Wien;49000001;16.2847224;48.2068946
1418;60201049;Otto Wagner Areal;Wien;49000001;16.2798804;48.2068646
1419;60201052;Klinik Penzing;Wien;49000001;16.2727748;48.205332
1420;60201052;Klinik Penzing;Wien;49000001;16.2728017;48.2052721
1421;60201049;Otto Wagner Areal;Wien;49000001;16.2804823;48.2069006
1422;60201082;Reichmanngasse;Wien;49000001;16.2846954;48.2068407
1423;60201188;Schrekergasse;Wien;49000001;16.2885312;48.2063677
1424;60201439;Waidäckergasse;Wien;49000001;16.2945859;48.2073496
1425;;Joachimsthalerplatz;;;;
1426;60200792;Moeringgasse;Wien;49000001;16.3341297;48.2040388
1427;60201664;Schmelz, Gablenzgasse;Wien;49000001;16.315813;48.2067509
1428;60200179;Brüßlgasse;Wien;49000001;16.3207717;48.2059367
1429;60200197;Camillo-Sitte-Gasse;Wien;49000001;16.327015;48.2050027
1430;60201428;Vogelweidplatz - Stadthalle;Wien;49000001;16.3324858;48.2042124
1431;60200188;Burggasse, Stadthalle U;Wien;49000001;16.3372019;48.2041226
1432;60200644;Kaiserstraße / Burggasse;Wien;49000001;16.3403999;48.2042903
1433;60201531;Zieglergasse / Burggasse;Wien;49000001;16.3453227;48.2042484
1434;60200920;Neubaugasse / Burggasse;Wien;49000001;16.3485746;48.2042184
1435;60201152;St.-Ulrichs-Platz;Wien;49000001;16.3536681;48.2041286
1436;60201393;Neilreichgasse / Troststraße;Wien;49000001;16.3644838;48.1701826
1438;60201691;Klinik Ottakring;Wien;49000001;16.3006405;48.2083793
1439;60201691;Klinik Ottakring;Wien;49000001;16.3001644;48.2081817
1440;60201430;Volkstheater U;Wien;49000001;16.3572972;48.204883
1441;60201325;Stiftgasse;Wien;49000001;16.3548808;48.2025061
1442;60201088;Neubaugasse, Westbahnstraße;Wien;49000001;16.3493921;48.2022007
1443;60201533;Zieglergasse;Wien;49000001;16.3454125;48.2018475
1444;60200646;Kaiserstraße, Westbahnstraße;Wien;49000001;16.3408491;48.2018714
1445;60201413;Urban-Loritz-Platz;Wien;49000001;16.3375343;48.201123
1446;60200458;Beingasse;Wien;49000001;16.3325487;48.1995244
1447;60201200;Schweglerstraße U;Wien;49000001;16.3289734;48.1985364
1448;60200556;Huglgasse;Wien;49000001;16.3252813;48.1978418
1449;60200606;Johnstraße U;Wien;49000001;16.3194961;48.1990753
1450;60201035;Hütteldorfer Straße U;Wien;49000001;16.3118335;48.1990513
1451;;Hickelgasse - nur für Pe;;;;
1452;60200166;Breitensee S;Wien;49000001;16.3064885;48.1989076
1453;60200780;Leyserstraße;Wien;49000001;16.3028953;48.198243
1454;60200472;Hütteldorfer Straße /  Lützowgasse;Wien;49000001;16.2951967;48.1973149
1455;60201014;Seckendorfstraße;Wien;49000001;16.2874532;48.1968897
1456;60201438;Waidhausenstraße;Wien;49000001;16.2810482;48.1976203
1457;60200534;Hütteldorfer Straße / Hochsatzengasse;Wien;49000001;16.2778323;48.1979915
1458;60200358;Baumgarten;Wien;49000001;16.2722987;48.1989555
1459;60200107;Rettichgasse;Wien;49000001;16.2623184;48.201608
1460;60201116;Rosentalgasse;Wien;49000001;16.2611056;48.2021349
1461;60200184;Hütteldorf, Bujattigasse;Wien;49000001;16.2559493;48.2026558
1462;60200184;Hütteldorf, Bujattigasse;Wien;49000001;16.2553474;48.2029132
1463;60201734;Satzberggasse;Wien;49000001;16.2589766;48.2018475
1464;60200107;Rettichgasse;Wien;49000001;16.2623094;48.2015421
1465;60200358;Baumgarten;Wien;49000001;16.2712386;48.1990633
1466;60200534;Hochsatzengasse;Wien;49000001;16.2770507;48.1979915
1467;60201438;Waidhausenstraße;Wien;49000001;16.2802398;48.1975604
1468;60201014;Seckendorfstraße;Wien;49000001;16.2867885;48.1968418
1469;60200472;Lützowgasse;Wien;49000001;16.2946128;48.1971831
1470;60200780;Leyserstraße;Wien;49000001;16.3018802;48.1979915
1471;60200166;Breitensee S;Wien;49000001;16.3064616;48.1988238
1472;60201035;Hütteldorfer Straße U;Wien;49000001;16.3118335;48.1989555
1473;60200606;Johnstraße U;Wien;49000001;16.3194782;48.1990214
1474;60200556;Huglgasse;Wien;49000001;16.3251915;48.1978179
1475;60201200;Schweglerstraße U;Wien;49000001;16.3290183;48.1984645
1476;60200458;Beingasse;Wien;49000001;16.331857;48.1992489
1477;60201413;Urban-Loritz-Platz;Wien;49000001;16.337678;48.2013865
1478;60200646;Kaiserstraße, Westbahnstraße;Wien;49000001;16.3401843;48.2017876
1479;60201533;Zieglergasse;Wien;49000001;16.3446579;48.2017996
1480;60201088;Neubaugasse, Westbahnstraße;Wien;49000001;16.3487094;48.2017457
1481;60201325;Stiftgasse;Wien;49000001;16.354225;48.2023444
1482;60201430;Volkstheater U;Wien;49000001;16.3573601;48.2048291
1483;60200929;Ungargasse, Neulinggasse;Wien;49000001;16.387813;48.1990274
1484;60201548;Ziehrerplatz;Wien;49000001;16.3912266;48.199225
1485;60201041;Rasumofskygasse;Wien;49000001;16.3949187;48.2053919
1486;60201237;Siebensterngasse;Wien;49000001;16.3514223;48.2022127
1487;60201237;Siebensterngasse;Wien;49000001;16.3514223;48.2022127
1488;60201548;Ziehrerplatz;Wien;49000001;16.3918375;48.1991711
1489;60200929;Ungargasse, Neulinggasse;Wien;49000001;16.3869506;48.1991052
